(1625,0.00570781675960999)
(1509,-6.363073264470387E-5)
(1627,0.0040114022798746485)
(1508,0.027118212885743936)
(1620,0.11139508213753824)
(1624,0.0034995124071192)
(94,-0.02429500180753147)
(1618,-0.005632466363309954)
(199,0.053823456660254315)
(1603,0.027468370509320675)
(294,1.0824830158984002)
(292,0.740263480316603)
(167,0.06798314193984895)
(166,0.14855181805067091)
(163,0.03405765736795649)
(162,0.09334059006816572)
(399,-0.09440866754595104)
(398,-0.0927606745740758)
(271,0.5105062391949713)
(270,0.6404107116654444)
(272,0.8346133953369661)
(389,-0.013072788849720768)
(384,0.0038016149491986173)
(141,-0.09910036022087551)
(142,-0.019376285909094848)
(35,-0.035885868025961984)
(139,-0.021043802763371477)
(259,0.5864331737060342)
(136,0.011726028116759778)
(138,0.019093979093541324)
(131,0.10948648253578347)
(371,0.22692568937961727)
(491,0.04630574904014355)
(495,0.06436861744305009)
(377,-0.009517224345356137)
(486,0.12259584672303464)
(243,0.40155710437412706)
(245,0.9575164913793464)
(485,0.006844568196741969)
(362,0.15687090567837225)
(599,9.111789200214829E-4)
(598,0.0254565741116436)
(110,0.007118656897694725)
(347,0.6375164940252044)
(345,0.5341555265516568)
(344,0.39436951199964154)
(102,-0.09896283649451551)
(580,0.10393423529166025)
(579,0.015934945607885498)
(211,0.04274933621775187)
(331,0.5950205416366012)
(333,0.8861207145326574)
(690,0.8097581487280051)
(691,0.1132609973370239)
(328,0.9754797728481488)
(326,0.721629995893667)
(323,0.7734508663197386)
(205,-0.05308460804209397)
(445,-0.053787405578573255)
(322,0.8340242377769933)
(560,-0.03386823938831618)
(565,-0.06720028824027732)
(683,0.23054411593422164)
(316,0.6465995968615471)
(314,0.05264355446163763)
(434,-0.13442310821078643)
(311,0.6808416784623218)
(313,1.0354476433604796)
(310,0.8243671997890346)
(315,0.8403457990571801)
(435,0.025963110060062654)
(312,0.6664559030576077)
(677,0.0019623534657719315)
(675,-0.062327524032542894)
(671,0.02765801516774663)
(678,0.654502937540852)
(309,0.16113278873629105)
(429,-0.08056348579967346)
(308,0.28008848087517235)
(304,0.8285508533963586)
(305,0.592980267349719)
(300,1.107882055616533)
(307,0.8244278333865267)
(422,-0.0766428787088779)
(662,0.07771528340713185)
(667,-0.044795806986288086)
(548,-0.03952544367170424)
(663,0.1348633290470835)
(417,0.04766691571190085)
(415,0.037052244016667485)
(414,0.1476742244278491)
(539,0.3192529654694335)
(659,0.07856686071998889)
(892,0.2393995732921965)
(894,0.12417680308195145)
(899,0.07639091789548545)
(650,-0.0012362247853284544)
(776,0.04083118288048774)
(891,0.055309103969693865)
(896,0.327546341480595)
(538,0.40342372966767787)
(893,0.15116482264109632)
(898,0.4327250141875087)
(1078,0.003485582769301443)
(648,0.15223157504873408)
(889,0.22773697036072643)
(887,0.4026698445986963)
(400,-0.005701142488214822)
(882,0.2968953883731042)
(520,0.10498058813236678)
(1189,0.028712632768978404)
(523,0.05653020685112581)
(643,-3.89855208123846E-5)
(1076,-0.017416727052706055)
(879,0.555359908424075)
(999,0.00759375558139426)
(997,0.06056331454041866)
(632,0.19963885225703404)
(510,-0.0737521372375761)
(630,0.12696718450106204)
(750,0.722483354171819)
(990,0.2866042713846896)
(1180,0.04234625281854262)
(1185,-0.0023614075645634336)
(751,0.6529731863128871)
(996,0.040064915590568975)
(1064,0.020835216988569084)
(1299,0.042606195202397605)
(638,0.17853576184864156)
(873,0.601389966033914)
(626,0.016197990837994163)
(624,-0.004657079197421143)
(622,-0.053980850587670715)
(862,0.037280411432594834)
(621,0.006386847666132303)
(503,0.1287872216397638)
(748,0.934534630702088)
(1050,0.0900487705003568)
(1294,0.08440888782594766)
(1175,0.037014247956609576)
(863,0.1050188041990351)
(1066,-0.022051205704912147)
(1176,0.18698949701906414)
(1062,0.13648241139140582)
(1172,0.11071414528156882)
(1177,0.008186471274684366)
(615,0.10645344429253166)
(614,0.09407104690142466)
(612,0.10276065718056382)
(610,0.20534638223069943)
(970,0.05334922851624768)
(736,0.27501879217719954)
(1399,0.0639034409877452)
(613,0.09909826941000507)
(973,0.03623281370350598)
(1285,0.055239927722735505)
(1036,0.0010609095562670035)
(1297,0.08331427540659343)
(1043,-0.01588326757471451)
(1063,0.14039447149707882)
(1183,-0.02079215256721545)
(848,0.08129876444700257)
(967,0.042957866620033106)
(965,0.15962532524160444)
(842,0.0883085781298532)
(600,0.0035604571499373017)
(601,0.09588382210606271)
(1024,0.1737738056170699)
(1269,0.11144291949698687)
(1270,0.046148676193199956)
(1030,-0.016310130870333617)
(843,0.053152898053313025)
(968,0.046687581694881006)
(1146,-0.03397970002117977)
(1271,-0.0019926957137068463)
(1032,0.058396605217380035)
(837,0.12051300828168701)
(957,0.011585846162429499)
(712,0.1312074220616406)
(954,0.12006519558254564)
(951,0.003712551403932507)
(838,0.01776631186004858)
(1497,0.026057129213118375)
(1133,0.02117244062664675)
(1498,0.00443339544255069)
(1022,0.2872197632938023)
(1263,0.052033733977892904)
(705,0.15118532798747739)
(945,0.14943109999026194)
(822,0.044228501667392714)
(1486,0.0017839328689253104)
(1122,0.01418160471664694)
(1126,0.04235504105221451)
(1249,0.013088587311146455)
(1127,0.0666300030558869)
(1003,0.02128286236386681)
(1492,0.00443339544255069)
(1494,0.0017839328689253104)
(1243,0.04986382204611513)
(1493,0.0017839328689253104)
(812,0.03270105205918132)
(810,-0.0718138765789395)
(1235,0.016507426421538598)
(1234,0.04262399980224632)
(1479,0.07557792537318819)
(1116,-0.028939949854506264)
(1480,-0.030561401535909152)
(1236,0.013056932819214233)
(1121,0.1618911072913261)
(1237,0.0741422936970314)
(1118,0.05319248376738808)
(1483,0.01406436948274846)
(805,0.12953146656271333)
(1464,-0.025280592689107494)
(1463,0.04268088163987718)
(1346,0.020730133567832737)
(1470,-0.027708073468816735)
(1452,0.018803715813751263)
(1455,0.015024051538600182)
(1454,0.056670451053296725)
(1457,0.015322605244526857)
(1453,0.01170962394662001)
(1458,0.018803715813751263)
(1460,0.015322605244526857)
(1461,0.01170962394662001)
(1573,-0.006820939969373288)
(1328,0.06919694509481181)
(1368,0.12078246270521542)
(1598,0.057925086522596925)
(1322,0.06991469085128058)
(1324,0.0053820926892280425)
(1326,0.09441124507471854)
(1327,0.026449777357344342)
(1323,0.055627607151001374)
(1673,0.010516599726564779)
(1677,0.01367331229934856)
(1315,0.1935097022999271)
(1682,-0.01196612485399734)
(1427,0.013410122900567152)
(1302,0.10596791461306337)
(1537,0.030931686983051654)
(1658,0.0639641740070971)
(1652,0.024912888770942596)
(1534,0.056285298598643306)
(1536,-0.0034725878862498713)
(1405,0.12552447719449294)
(1528,0.0157028668995182)
(1404,0.08537015648613328)
(1525,0.015231136263547227)
(1511,0.08366557691587241)
(1514,0.09304625520958548)
(1628,0.05727757862278153)
(93,0.6025896170250835)
(1619,-0.00538882655753271)
(1611,0.039254932023807934)
(1610,0.05229676158643102)
(192,-0.025367437841093174)
(1604,-0.008057247309646303)
(1606,0.03396134164895145)
(1609,0.03600198362486482)
(1601,0.0016630921304827068)
(298,0.693104166007475)
(296,0.1536857760079841)
(293,0.7557332735350064)
(171,-0.01321468573384689)
(291,0.5317330806151143)
(170,0.14159653736791014)
(295,0.43952569882714004)
(61,0.05575743732619083)
(60,0.09978862461275453)
(288,0.999352232005211)
(165,0.20098829212774927)
(284,0.7120814465432626)
(282,0.7443126109595161)
(281,0.5298741139047802)
(160,0.07825059493294455)
(287,0.7614790521969417)
(59,0.10483045574607368)
(279,0.301981807787305)
(156,-0.1305650212503783)
(276,0.9276270058455831)
(274,0.7353583012988677)
(151,0.7063253015292515)
(273,0.6233472975956683)
(150,0.6523740227278295)
(277,0.5988071931051349)
(45,0.16720857812576642)
(149,0.26909969210634127)
(268,0.8622285227124504)
(146,0.13428458892976167)
(147,0.5682558734019499)
(32,-0.028363452509489545)
(30,0.0547232963411789)
(137,0.7421797321772224)
(256,0.08518565285929866)
(253,0.30607822876040275)
(251,0.4426537074677828)
(130,0.27211801631346366)
(250,0.4650292017628146)
(255,0.8751470204071403)
(24,0.349409414689136)
(23,-0.028275645182253006)
(20,0.4741835987468446)
(25,0.8638875535886978)
(129,0.5101957559085767)
(249,0.333862422256832)
(125,0.7666297171983381)
(124,0.8628776241431937)
(122,0.24071665484576615)
(244,0.4618388280457986)
(240,0.327486479569565)
(121,0.7467779596111608)
(19,0.6300688350641116)
(126,0.8160343349178004)
(16,0.33156319295534065)
(246,0.5892503085898457)
(13,0.8018503324137751)
(18,0.07017436820173889)
(123,0.33550561157316594)
(248,0.7033224415175431)
(118,0.6211020847680587)
(117,0.7521060290433189)
(237,0.9824979828929876)
(475,0.7314469434568548)
(479,0.0913618847490839)
(235,0.5266518868221874)
(591,0.6795894814185525)
(116,0.6860912228296785)
(236,0.37688443699725793)
(111,0.8574902157661144)
(471,0.7693258445221283)
(476,0.733806129923143)
(113,0.08164934866475712)
(10,0.5050863840932498)
(15,0.894650573202307)
(109,0.2427589311214142)
(108,0.21773997631190645)
(106,0.38098260605339496)
(224,0.362164538774696)
(464,0.10512844369846164)
(221,0.5684422089035346)
(346,0.5345638187805496)
(461,0.12171448679224273)
(466,0.07612484554240667)
(460,0.22637962101300096)
(222,0.7188511066930885)
(467,-0.004202562217911635)
(589,0.04321563398776524)
(593,0.05179110630817703)
(458,0.6431902151523168)
(455,0.23882290375423348)
(212,0.11194957350387519)
(695,0.004952202460544605)
(696,0.49187300563100844)
(327,0.6873276137255984)
(325,0.4709674945721738)
(324,0.3603520131976741)
(685,0.4121254084042205)
(320,-0.027347048223319778)
(558,0.0783212985829722)
(676,0.5928563937188519)
(547,0.2509310570015456)
(789,-0.05005067508189282)
(544,0.3682951266417809)
(664,0.12002559807424)
(546,0.5600816204357837)
(1094,0.09972015639051601)
(1097,0.16105618086338275)
(1098,0.09814187677345096)
(536,0.16615138638667915)
(534,0.14829161714540973)
(411,0.4950682505025388)
(410,0.47036092611956637)
(772,-0.06923410514551313)
(654,0.030487760212264736)
(535,0.41563385721407553)
(1085,0.17141988996729923)
(1199,0.08181369679342819)
(533,0.1736362916639775)
(653,0.004194574751860459)
(1081,-4.161090831352257E-5)
(408,0.3855476730654697)
(529,0.14276080426506468)
(405,0.6543915860764484)
(647,0.0638709819413936)
(522,0.02186666716469525)
(762,0.5856007781523669)
(644,0.13222855202578396)
(764,0.2561748754563561)
(1070,0.03952855412839059)
(521,0.004383084891298069)
(886,0.33054685931243755)
(763,0.49053237964646224)
(1071,-0.011879507943116005)
(1067,0.263325068405418)
(1197,0.47430913453355045)
(1068,0.17615296507943742)
(639,0.16883813235884057)
(1073,-0.04244949533519189)
(512,0.10958895912553623)
(634,0.06667631878391961)
(994,0.047347588562073606)
(875,0.3969700025081276)
(1059,0.08378724465537818)
(753,0.15747151548204796)
(1061,0.4045376439747322)
(1187,0.009624837324601003)
(508,0.8366942086808259)
(628,0.6701596694733074)
(987,0.0223744279463792)
(504,0.03333384495952153)
(742,0.7264514818836634)
(744,0.8401035985151217)
(864,0.5300581521955623)
(980,0.14010047369573458)
(985,0.21741177291896568)
(741,0.3683767684791067)
(866,0.5464429760653027)
(868,-0.010567867868613736)
(1171,0.2589267839022183)
(1048,0.48769867982262477)
(619,0.3979430228651001)
(979,0.17990405920519373)
(856,0.10483544726980808)
(978,0.07465187633464726)
(1156,-0.01205918461019876)
(1159,-0.05875801627991804)
(1158,-0.005046457817683158)
(1398,0.03119007549128844)
(1160,0.35028898940249154)
(1161,0.07699062399398446)
(1281,0.20909713259797)
(1163,0.2792326064419089)
(847,0.5445761335947877)
(844,0.13881775939762808)
(845,0.7505291954049329)
(962,0.1631446183877976)
(960,0.004091511598550271)
(1144,0.020612786400285302)
(963,0.07271053004256565)
(1386,0.03189205902262702)
(1272,0.07535300194568519)
(1154,-0.027748383751954774)
(718,0.11934908207242398)
(956,0.1703992021223804)
(713,0.4336385089484114)
(952,0.2664554575051837)
(950,0.3762608825424364)
(1375,0.17245053143258768)
(1014,0.4558128497079178)
(1019,-0.026293866956700038)
(1380,0.11210779819094516)
(1134,0.27188784010090783)
(1259,0.05054618981881518)
(1016,0.3870015713736131)
(1381,0.13921989215049263)
(1012,0.49967077529327575)
(1017,0.3688400273265337)
(1009,0.48458360083788493)
(1137,0.40708165160742565)
(824,0.12606731581735572)
(823,0.3785576738393985)
(1365,0.025931408959605346)
(943,-0.07435295780403864)
(1005,0.10520982877952417)
(1129,0.18140248589232535)
(1369,0.05420786225841184)
(1006,0.12185073269421777)
(1130,0.003834351553876841)
(1010,0.2642691267281039)
(1374,0.028436042262942586)
(1011,0.5006798196438486)
(1131,0.0403164691000919)
(1251,0.24289235514280963)
(1007,0.3758953916997766)
(815,0.661813359599983)
(936,0.524468808305782)
(813,0.5661476373712875)
(1354,0.0237212291567608)
(933,0.08797483470340792)
(1115,0.3124353239926559)
(1117,0.15023324912419037)
(1132,0.26630955547195095)
(1142,0.3219148026908181)
(1252,0.045642225828881555)
(1241,0.12675440267050442)
(1357,0.07825926858812023)
(1362,0.04131657746469948)
(1367,0.04118168647405281)
(1372,0.043551541234367414)
(927,0.16064190582557458)
(1377,0.09709078281845301)
(923,0.15926105869264326)
(922,0.2913152570441438)
(7,0.7102937751997573)
(920,0.03721280739129753)
(9,0.9578880487591337)
(1,0.8289862340730739)
(6,0.2898010898742312)
(3,0.30941602492289144)
(1350,0.021817284009947143)
(1104,-0.02942484889950052)
(1344,0.11269955659743358)
(1226,0.33443447101748136)
(1342,0.04872696462583677)
(919,0.23985433946301482)
(1347,0.05775236039738113)
(1467,-0.013671641577217274)
(1597,-0.04498427417704215)
(1008,0.36391292939577435)
(1331,0.08408751898071368)
(1332,0.018387704715658114)
(1335,0.13569727239772283)
(1103,0.0399185987198667)
(1128,0.07951264163362717)
(1143,0.10465123091938752)
(1223,0.023265512601653777)
(1233,0.14943057858293193)
(1333,0.04700001787944724)
(1338,0.06649742800379677)
(1353,0.01632260206524871)
(1358,0.010556604160470492)
(1441,0.045906383584491534)
(1442,-0.006459697921409932)
(1445,0.028396821777656817)
(1446,0.0648304982827347)
(1448,0.034901561371211635)
(1439,0.02463190689055543)
(1438,0.01442025578833276)
(1431,-0.009266309170155557)
(1435,0.03935223095353099)
(1434,-0.011646100206179651)
(1436,0.0237595385074824)
(1437,-5.013993502231695E-4)
(1440,9.231683471802449E-4)
(1428,0.011767781778754469)
(1429,-0.022890988102647624)
(1421,0.07312961908500136)
(1424,-0.020250531003103128)
(1425,0.046764779959613756)
(1426,0.0023256527485416146)
(1422,-0.032825683314204226)
(1423,-0.010511702556264445)
(1416,-0.03761512096698034)
(1419,-0.1070274445902)
(1417,-0.004569277643262567)
(1418,0.018103806993093812)
(1410,0.006532861923905675)
(1413,-0.052226317818690554)
(1415,-0.00751099582009046)
(1414,-0.004511231048839145)
(1406,0.03549280479736966)
(1407,-0.028523875291955464)
(1400,0.05467269269063189)
(1401,-0.007766896881795438)
(1402,0.03414846071179268)
(1403,0.03260530643580166)
(198,0.029531737106341577)
(196,-0.08421151285779235)
(194,0.0584293312573579)
(193,-0.14814889906126638)
(191,0.03261460324446935)
(190,0.04280769549566499)
(195,-0.12881657622774506)
(197,0.07478830282508454)
(189,-0.007932331168648235)
(188,-0.20072451281931986)
(186,-0.058393750123826096)
(184,-0.25652435532832685)
(183,-0.1317497706580707)
(180,-0.10093726560867657)
(185,-0.03123373841364112)
(182,-0.054960861787710306)
(187,-0.07272748990009358)
(179,-0.031226895272498237)
(176,-0.14105386712680118)
(174,-0.0029423503701858367)
(173,0.03988668421426157)
(178,0.05440454856685225)
(175,-0.13040923081889907)
(172,-0.07154183174261498)
(177,-0.16263278151800772)
(169,0.05110812463691661)
(168,0.019991924437854927)
(164,-0.1014704035488981)
(161,-0.16074078073312276)
(159,-0.08266538534577549)
(158,-0.008464177247335919)
(154,-0.04794829693781017)
(153,0.027780975416294193)
(155,0.07422267306684495)
(157,-0.07798765768865427)
(148,0.42448809023189776)
(145,-0.16891451108054947)
(144,-0.13207915646161922)
(143,-0.028795463952564933)
(140,0.006364471202606456)
(134,0.007873905699096337)
(133,-0.007798973823998856)
(135,-0.1018611604118178)
(132,-0.0951258586306025)
(128,-0.19646418741217175)
(120,0.11958728173072528)
(119,0.03406070096417664)
(114,0.008944762485938285)
(115,-0.07962914045457428)
(112,0.06692831692774355)
(592,0.010930329371902275)
(597,0.4668727468128736)
(594,-6.001361910497674E-4)
(590,-0.08592901278752199)
(595,0.2938697775181454)
(596,0.4615976586393203)
(107,0.32840148305078437)
(105,0.1151058322143872)
(104,-0.007295234548183392)
(101,-0.12842959356799072)
(103,0.03245827814228769)
(582,0.16699887090825588)
(587,-0.01288446477879042)
(584,0.07123437258702248)
(585,-0.008172017435618878)
(581,-0.09460588996872071)
(586,-0.10824811366704715)
(583,-0.047144788200946336)
(588,-0.0943401428071252)
(578,-0.18523463804920742)
(577,-0.028945942998981233)
(574,-0.04594679941238607)
(572,-0.06174494359546104)
(570,-0.06358455105663618)
(575,0.013349055901248907)
(571,0.03892408382675844)
(576,-0.16004158460213022)
(573,-0.07341387774615957)
(569,-0.0818232256792514)
(567,-0.15215010218925612)
(566,-0.14599237623893715)
(564,-0.11726719685473053)
(562,-0.10061550510995981)
(561,-0.07660218571755614)
(563,-0.07539730585843486)
(568,-0.1678657019982423)
(559,-0.07251113890644201)
(557,0.08389182720833173)
(554,-0.1289323106650303)
(552,-0.14968993044677048)
(550,-0.23435622778906545)
(555,-0.010962543059417539)
(551,-0.1291010449093258)
(556,-0.01852369688628991)
(553,0.09513820095204213)
(549,-0.03824286888448308)
(545,-0.06801773551050692)
(543,0.05198413629967982)
(542,-0.06842575538465465)
(540,-0.10057762954667206)
(541,-0.1693503867193579)
(537,0.10210532030743476)
(532,0.1102353768758093)
(531,0.21764626807916834)
(527,-0.008352538533991719)
(526,-0.13184884023903132)
(528,0.03262787173518408)
(518,-0.07528809484330723)
(998,-0.01259933396707641)
(995,0.29092348724013684)
(992,0.0020904232439773116)
(511,-0.08537170020684821)
(991,0.1408221804129624)
(993,0.2191029015089468)
(509,0.19519920669581875)
(989,0.20718800358360037)
(506,0.028154416246763264)
(501,-0.1101117007718433)
(500,0.050971701174489986)
(982,-0.01855712957018474)
(984,0.1992888149681826)
(981,-0.0122680799549644)
(986,0.041400994376014674)
(983,0.0018054548491313535)
(988,0.46606395902082787)
(977,0.09585124796262542)
(974,0.08751766017392128)
(972,0.10802696922602745)
(975,0.2187116137240256)
(971,0.1889739992129252)
(976,0.028227733527946247)
(969,-0.06870352305751772)
(966,0.18633724558046477)
(964,0.04407629214235591)
(961,0.11069397332614475)
(1389,0.002978152803582483)
(1387,-0.0038384624292945035)
(1390,0.011051870271291184)
(1391,0.001721948309526487)
(1394,0.0459272696016293)
(1395,0.03924959143925449)
(1396,0.01416809890084745)
(1392,-0.0029760872868076146)
(1388,0.02092446476670117)
(1393,-0.021376780584340564)
(959,-0.006653062797327566)
(958,0.04725526485415721)
(955,0.15838569496928795)
(953,0.1502857322445793)
(1376,-6.235612858820558E-4)
(1379,0.07271530878547806)
(1378,0.036176358524138585)
(1382,0.043987595055470716)
(1385,0.007262860092438372)
(1384,0.0014406453909827002)
(1383,0.03515132264328819)
(949,0.18267898537756352)
(947,-0.09835767723991398)
(946,-0.07162219387941512)
(944,-0.01918962010890876)
(942,0.08472729900513046)
(940,-0.08412346025571218)
(941,0.01661661460984315)
(1364,0.009752167884364078)
(948,0.18968064654894684)
(1370,0.060309388156715736)
(1366,0.009752167884364078)
(1371,-0.011646908632853436)
(1373,0.009752167884364078)
(939,-0.012485740012512313)
(937,0.41590191795079473)
(934,0.43026239677760425)
(932,0.09696317027676923)
(930,0.12022691721503481)
(935,0.14495281574674715)
(931,0.05050675395336697)
(1359,8.99418924481931E-5)
(938,0.1967884473190636)
(1356,0.012053208750383081)
(1360,0.007753492763494444)
(1361,0.021358024977455734)
(1363,0.009752167884364078)
(929,0.24415361261478702)
(928,0.25661690007784704)
(925,0.0809139064527073)
(924,0.5034421273420784)
(921,0.14005926382360534)
(926,0.32802639156584273)
(1345,-0.0018823691881012829)
(1343,0.009752167884364078)
(1349,0.009752167884364078)
(1348,0.009752167884364078)
(1351,0.020390904967423698)
(1352,0.009752167884364078)
(918,0.04722457518311317)
(917,0.03638938416223339)
(914,0.032625539850099014)
(912,0.029546920039236)
(910,0.029560292800970722)
(915,0.01470820821264001)
(911,0.021431254916056245)
(916,0.02193622390353056)
(1334,8.99418924481931E-5)
(1339,0.009752167884364078)
(913,0.011218687221060696)
(1336,-0.01838817912667718)
(1340,0.009752167884364078)
(1341,0.009752167884364078)
(1337,0.01130048030648359)
(909,0.1383376911400473)
(907,-0.006028263639794809)
(905,0.2590052447540073)
(904,0.18233174356226062)
(1329,0.009752167884364078)
(903,0.15346273302407926)
(1320,0.009752167884364078)
(908,0.10125097293894725)
(1325,0.009752167884364078)
(1321,0.013448031562880176)
(1330,0.0021813201847903207)
(1317,0.026906398607707348)
(1319,0.01715894208131038)
(1318,0.018631340960212184)
(1311,0.10627439820925488)
(1314,-0.05517845688768865)
(1316,0.0323623193032945)
(1312,0.11789041638828661)
(1308,-0.008639605372648391)
(1300,0.06653202747871896)
(1301,0.05143979000787812)
(1305,-0.03836977584024596)
(1304,0.0018003368982723016)
(1303,-0.03697253592729774)
(498,0.014412002008222027)
(496,-0.06336571954633212)
(483,0.0383374708175301)
(480,0.03288058672894709)
(477,0.38709977525708866)
(474,-0.11741076962633827)
(473,0.46458294797828864)
(470,-0.1610471214813327)
(472,0.31765128382570706)
(469,-0.0041521891676765885)
(468,0.009555507314534695)
(465,-0.05963792003435894)
(463,0.1640078564955909)
(462,0.10343629986941372)
(459,0.30672113064314466)
(457,0.08986213191869608)
(456,0.1299725250039647)
(454,0.0479120026955625)
(451,0.0730691213101214)
(453,-0.08411404118956768)
(450,-0.18186697386158363)
(452,-0.15748892666162811)
(449,-0.16751797544838545)
(446,-0.07213186064964092)
(444,-0.15397060008377067)
(443,-0.05833930356457538)
(441,-0.12184592355807891)
(448,-0.049651944735202125)
(440,-0.0506127313366469)
(442,-0.025544577261023764)
(447,-0.006967022594211114)
(439,-0.02321963906187269)
(438,-0.02799253785942562)
(436,-0.10398892487792442)
(433,-0.07231967321574351)
(431,-0.26178998186417374)
(432,-0.08575785906545724)
(437,-0.02321963906187269)
(428,0.03632297837562315)
(426,-0.13804266976943283)
(424,-0.014399399134713643)
(423,-0.08498125915205319)
(421,-0.04343228513767517)
(420,5.91431454093988E-4)
(425,0.017509777294743907)
(427,0.025796799920104016)
(419,-0.08954229375908794)
(418,-0.10362554019011241)
(416,-0.03755927935557481)
(413,-0.14177936342728942)
(412,0.3315557099558292)
(897,0.005388533628926577)
(895,0.3513903633925722)
(890,0.060488240256150086)
(409,0.17623689897552958)
(406,-0.04612275378517733)
(404,-0.06575372605595947)
(403,-0.15183051517755708)
(401,0.059939593255832896)
(402,0.017213258406272677)
(407,0.10964406977908278)
(884,0.05425339213684144)
(880,0.4208173070089286)
(885,0.037607235792617495)
(881,0.20861813128202503)
(883,0.12535891001760235)
(888,0.18570164574219528)
(877,0.25937740298266587)
(876,0.14462295366465142)
(874,0.35733635175973827)
(872,0.23797937780674341)
(870,0.1524852083854766)
(871,0.3648689712411727)
(878,0.046382958652371915)
(869,0.11006178186547468)
(867,0.06112035505922223)
(865,0.1757077186554567)
(1289,0.06693498354286292)
(860,-0.0847678846915817)
(861,-0.010390050687078912)
(1290,-0.018359896120293175)
(1291,-0.031205274299135638)
(1295,0.010452903842038036)
(1296,0.11812419766477995)
(1287,0.005035882210637931)
(1292,0.0023862168338756587)
(1288,0.012264840384033401)
(1293,-0.0018760040856295578)
(859,-0.05798084652764377)
(857,0.011461053202320888)
(858,-0.005586436633580227)
(854,-0.10435627207899986)
(852,0.0055044458693217085)
(850,0.029993445206235935)
(851,-0.011260953642369339)
(1280,0.017779727951770307)
(1279,0.0015480518031099066)
(1284,0.2630152182796715)
(853,-0.11872925834195212)
(1276,-0.013015129981843001)
(1286,0.11866029872290766)
(1277,0.11601996346778815)
(1282,0.19407013343712498)
(1278,0.1345066048895457)
(849,-0.05486705589705193)
(846,0.47567736753521894)
